time,id,temp
1526387166799,T1,23.94
1526387167832,T2,23.50
1526387168866,T3,23.69
1526387226895,T1,23.94
1526387227928,T2,23.44
1526387228961,T3,23.75
1526387286989,T1,23.94
1526387288023,T2,23.44
1526387289056,T3,23.75
1526387347085,T1,24.00
