time,id,temp
1525957702075,T3,25.19
1525957708110,T1,24.62
1525957709140,T2,24.56
1525957710175,T3,25.12
1525957716207,T1,24.62
1525957717242,T2,24.56
1525957718275,T3,25.12
1525957724308,T1,24.62
1525957725343,T2,24.56
1525957726376,T3,25.12
1525957732411,T1,24.62
1525957733442,T2,24.56
1525957734475,T3,25.06
1525957740509,T1,24.56
1525957741543,T2,24.56
1525957742575,T3,25.06
1525957748608,T1,24.56
1525957749642,T2,24.56
1525957750676,T3,25.06
1525957756710,T1,24.62
1525957757744,T2,24.56
1525957758776,T3,25.06
1525957764810,T1,24.62
1525957765842,T2,24.50
1525957766876,T3,25.00
1525957772909,T1,24.56
1525957773942,T2,24.50
1525957774976,T3,24.94
1525957781009,T1,24.50
1525957782042,T2,24.50
1525957783076,T3,24.94
1525957789111,T1,24.50
1525957790142,T2,24.50
1525957791176,T3,24.94
1525957797210,T1,24.50
1525957798243,T2,24.56
1525957799275,T3,24.87
1525957805310,T1,24.50
1525957806342,T2,24.50
1525957807376,T3,24.87
1525957813410,T1,24.50
1525957814443,T2,24.50
1525957815477,T3,24.81
1525957821512,T1,24.50
1525957822544,T2,24.56
1525957823576,T3,24.81
1525957829612,T1,24.50
1525957830643,T2,24.56
1525957831677,T3,24.81
1525957837710,T1,24.44
1525957838743,T2,24.56
1525957839777,T3,24.81
1525957845810,T1,24.44
1525957846843,T2,24.56
1525957847879,T3,24.75
1525957853910,T1,24.37
1525957854945,T2,24.56
1525957855977,T3,24.87
1525957862011,T1,24.37
1525957863044,T2,24.56
1525957864077,T3,24.87
1525957870112,T1,24.44
1525957871144,T2,24.50
1525957872176,T3,24.87
1525957878211,T1,24.44
1525957879243,T2,24.50
1525957880277,T3,24.87
1525957886311,T1,24.50
1525957887344,T2,24.50
1525957888378,T3,24.81
1525957894414,T1,24.50
1525957895444,T2,24.50
1525957896478,T3,24.87
1525957902511,T1,24.50
1525957903544,T2,24.50
1525957904577,T3,24.94
1525957910610,T1,24.50
1525957911644,T2,24.56
1525957912677,T3,24.94
1525957918711,T1,24.50
1525957919744,T2,24.50
1525957920778,T3,24.87
1525957926811,T1,24.56
1525957927845,T2,24.50
1525957928877,T3,24.87
1525957934913,T1,24.62
1525957935944,T2,24.50
1525957936978,T3,24.87
1525957943010,T1,24.62
1525957944046,T2,24.50
1525957945078,T3,24.87
1525957951114,T1,24.62
1525957952146,T2,24.50
1525957953179,T3,24.87
1525957959211,T1,24.62
1525957960245,T2,24.44
1525957961278,T3,24.87
1525957967311,T1,24.69
1525957968344,T2,24.44
1525957969378,T3,24.87
1525957975412,T1,24.69
1525957976447,T2,24.44
1525957977479,T3,24.87
1525957983512,T1,24.62
1525957984544,T2,24.50
1525957985578,T3,24.81
1525957991612,T1,24.56
1525957992645,T2,24.50
1525957993680,T3,24.81
1525957999713,T1,24.56
1525958000746,T2,24.50
1525958001779,T3,24.87
1525958007812,T1,24.50
1525958008847,T2,24.50
1525958009879,T3,24.87
1525958015920,T1,24.44
1525958016947,T2,24.50
1525958017979,T3,24.87
1525958024012,T1,24.44
1525958025045,T2,24.50
1525958026079,T3,24.87
1525958032112,T1,24.44
1525958033149,T2,24.50
1525958034179,T3,24.87
1525958040213,T1,24.50
1525958041247,T2,24.50
1525958042282,T3,24.87
1525958048313,T1,24.44
1525958049348,T2,24.50
1525958050379,T3,24.87
1525958056412,T1,24.44
1525958057450,T2,24.50
1525958058480,T3,24.87
1525958064512,T1,24.50
1525958065545,T2,24.50
1525958066579,T3,24.87
1525958072614,T1,24.56
1525958073647,T2,24.50
1525958074681,T3,24.87
1525958080713,T1,24.56
1525958081746,T2,24.50
1525958082781,T3,24.87
1525958088812,T1,24.62
1525958089847,T2,24.50
1525958090881,T3,24.87
1525958096914,T1,24.69
1525958097946,T2,24.50
1525958098980,T3,24.81
1525958105014,T1,24.69
1525958106047,T2,24.50
1525958107081,T3,24.75
1525958113113,T1,24.75
1525958114147,T2,24.50
1525958115179,T3,24.75
1525958121213,T1,24.75
1525958122247,T2,24.50
1525958123279,T3,24.69
1525958129314,T1,24.81
1525958130346,T2,24.50
1525958131380,T3,24.69
1525958137415,T1,24.81
1525958138447,T2,24.50
1525958139480,T3,24.75
1525958145514,T1,24.87
1525958146550,T2,24.50
1525958147582,T3,24.75
1525958153614,T1,24.87
1525958154647,T2,24.50
1525958155679,T3,24.81
1525958161714,T1,24.87
1525958162747,T2,24.50
1525958163780,T3,24.81
1525958169816,T1,24.81
1525958170846,T2,24.50
1525958171881,T3,24.87
1525958177915,T1,24.81
1525958178948,T2,24.50
1525958179981,T3,24.87
1525958186013,T1,24.81
1525958187048,T2,24.50
1525958188080,T3,24.94
1525958194114,T1,24.81
1525958195153,T2,24.50
1525958196180,T3,25.00
1525958202214,T1,24.81
1525958203248,T2,24.50
1525958204281,T3,25.00
1525958210321,T1,24.81
1525958211349,T2,24.50
1525958212382,T3,25.00
1525958218416,T1,24.81
1525958219448,T2,24.50
1525958220483,T3,24.94
1525958226514,T1,24.81
1525958227547,T2,24.50
1525958228581,T3,24.94
1525958234615,T1,24.81
1525958235647,T2,24.50
1525958236681,T3,24.94
1525958242714,T1,24.75
1525958243748,T2,24.50
1525958244789,T3,24.94
1525958250814,T1,24.75
1525958251848,T2,24.50
1525958252882,T3,24.94
1525958258917,T1,24.75
1525958259948,T2,24.50
1525958260981,T3,24.94
1525958267015,T1,24.69
1525958268049,T2,24.50
1525958269081,T3,24.94
1525958275117,T1,24.69
